customerID,BeginDate,EndDate,Type,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,gender,SeniorCitizen,Partner,Dependents,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,MultipleLines,Churn,EndDate_Calc,Tenure_Days
6712-OAWRH,2017-09-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic_check,91.25,2351.8,Female,1,No,No,Fiber_optic,No,No,No,No,Yes,Yes,No,1,2019-11-01,791
6278-FEPBZ,2019-05-01,No,Month-to-month,No,Mailed_check,20.25,186.15,Female,0,No,No,No,No,No,No,No,No,No,No,0,2020-02-01,276
4280-DLSHD,2019-06-01,No,Month-to-month,Yes,Mailed_check,54.75,445.85,Male,0,Yes,No,DSL,No,Yes,Yes,No,No,No,No,0,2020-02-01,245
1508-DFXCU,2019-02-01,No,Month-to-month,Yes,Electronic_check,81.45,912.0,Male,0,No,No,Fiber_optic,No,No,No,No,Yes,No,No,0,2020-02-01,365
8614-VGMMV,2018-10-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic_check,49.1,679.55,Female,0,No,No,DSL,No,No,No,No,No,No,Yes,1,2020-01-01,457
7868-BGSZA,2016-07-01,No,One_year,Yes,Electronic_check,80.2,3581.6,Male,0,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Yes,0,2020-02-01,1310
2800-QQUSO,2016-08-01,No,Month-to-month,Yes,Electronic_check,100.3,4222.95,Male,0,No,No,Fiber_optic,No,No,No,Yes,Yes,Yes,Yes,0,2020-02-01,1279
2930-UOTMB,2017-03-01,2019-10-01 00:00:00,Month-to-month,No,Credit_card_(automatic),65.25,1994.3,Female,0,No,No,DSL,Yes,No,Yes,Yes,No,No,Yes,1,2019-10-01,944
7973-DZRKH,2014-08-01,No,Two_year,Yes,Credit_card_(automatic),90.95,5930.05,Female,0,No,Yes,Fiber_optic,Yes,No,Yes,Yes,No,No,Yes,0,2020-02-01,2010
5914-DVBWJ,2018-05-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic_check,85.45,1505.85,Female,1,No,No,Fiber_optic,No,Yes,No,Yes,No,No,Yes,1,2019-11-01,549
7698-YFGEZ,2020-01-01,No,Month-to-month,No,Mailed_check,20.0,20.0,Male,0,No,No,No,No,No,No,No,No,No,No,0,2020-02-01,31
2533-QVMSK,2014-10-01,2019-11-01 00:00:00,Two_year,Yes,Electronic_check,94.1,5638.3,Male,0,Yes,No,Fiber_optic,No,Yes,No,Yes,Yes,No,Yes,1,2019-11-01,1857
9773-PEQBZ,2019-04-01,No,Month-to-month,No,Electronic_check,79.85,797.25,Male,0,No,No,Fiber_optic,No,Yes,No,No,No,No,Yes,0,2020-02-01,306
8644-XLFBW,2019-12-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic_check,71.65,71.65,Male,1,No,No,Fiber_optic,No,No,No,No,No,No,No,1,2020-01-01,31
0650-BWOZN,2018-08-01,No,Month-to-month,Yes,Electronic_check,73.55,1359.45,Female,1,No,No,Fiber_optic,No,Yes,No,No,No,No,No,0,2020-02-01,549
8625-AZYZY,2017-11-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic_check,104.65,2542.45,Male,0,Yes,No,Fiber_optic,No,Yes,Yes,No,Yes,Yes,Yes,1,2019-11-01,730
7785-RDVIG,2019-11-01,No,Month-to-month,No,Mailed_check,19.3,54.7,Female,0,Yes,Yes,No,No,No,No,No,No,No,No,0,2020-02-01,92
9602-WCXPI,2015-12-01,No,One_year,No,Credit_card_(automatic),20.15,989.05,Male,0,No,No,No,No,No,No,No,No,No,No,0,2020-02-01,1523
2903-YYTBW,2020-01-01,No,Month-to-month,No,Electronic_check,44.55,44.55,Male,0,Yes,Yes,DSL,No,No,No,No,No,No,No,0,2020-02-01,31
3620-MWJNE,2019-12-01,No,Month-to-month,Yes,Mailed_check,54.45,87.3,Male,0,No,No,DSL,Yes,No,No,Yes,No,No,No,0,2020-02-01,62
8573-JGCZW,2018-09-01,No,One_year,Yes,Bank_transfer_(automatic),19.65,351.55,Male,0,No,No,No,No,No,No,No,No,No,No,0,2020-02-01,518
6837-HAEVO,2014-05-01,No,Two_year,Yes,Electronic_check,105.0,7297.75,Male,0,Yes,Yes,Fiber_optic,No,Yes,Yes,No,Yes,Yes,Yes,0,2020-02-01,2102
6701-YVNQG,2014-02-01,No,Two_year,Yes,Credit_card_(automatic),88.7,6301.7,Male,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,2020-02-01,2191
9306-CPCBC,2019-09-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic_check,74.25,210.3,Female,0,No,No,Fiber_optic,No,No,No,No,No,No,Yes,1,2019-12-01,91
4304-XUMGI,2015-12-01,No,Two_year,Yes,Bank_transfer_(automatic),75.15,3822.45,Male,1,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,0,2020-02-01,1523
9504-YAZWB,2015-09-01,No,Two_year,No,Mailed_check,20.25,1048.45,Female,0,No,No,No,No,No,No,No,No,No,No,0,2020-02-01,1614
8819-ZBYNA,2015-04-01,No,Two_year,Yes,Credit_card_(automatic),109.1,6393.65,Female,0,Yes,No,Fiber_optic,Yes,Yes,No,Yes,Yes,Yes,Yes,0,2020-02-01,1767
6174-NRBTZ,2016-04-01,No,One_year,Yes,Bank_transfer_(automatic),30.75,1489.3,Male,0,No,No,DSL,Yes,No,No,No,No,No,No,0,2020-02-01,1401
9481-IEBZY,2014-02-01,No,Month-to-month,Yes,Credit_card_(automatic),112.9,8061.5,Male,1,Yes,No,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,2020-02-01,2191
1833-VGRUM,2019-09-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic_check,74.2,74.2,Female,1,No,No,Fiber_optic,No,No,No,No,No,No,Yes,1,2019-10-01,30
6137-NICCO,2019-08-01,No,Month-to-month,Yes,Mailed_check,94.05,518.75,Female,0,Yes,Yes,Fiber_optic,No,Yes,Yes,No,Yes,No,Yes,0,2020-02-01,184
9065-ZCPQX,2014-02-01,No,Two_year,No,Bank_transfer_(automatic),78.85,5763.15,Male,0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,0,2020-02-01,2191
6402-EJMWF,2019-10-01,No,Month-to-month,Yes,Mailed_check,55.3,238.5,Male,0,No,No,DSL,No,No,No,No,No,Yes,No,0,2020-02-01,123
3620-EHIMZ,2015-10-01,No,Two_year,No,Mailed_check,19.35,1031.7,Female,0,Yes,Yes,No,No,No,No,No,No,No,No,0,2020-02-01,1584
3213-VVOLG,2020-02-01,No,Two_year,No,Mailed_check,25.35,0.0,Male,0,Yes,Yes,No,No,No,No,No,No,No,Yes,0,2020-02-01,0
6870-ECSHE,2019-12-01,No,One_year,No,Mailed_check,20.45,34.8,Female,0,No,No,No,No,No,No,No,No,No,No,0,2020-02-01,62
8747-UDCOI,2014-09-01,No,Two_year,No,Bank_transfer_(automatic),19.35,1319.95,Female,0,Yes,No,No,No,No,No,No,No,No,No,0,2020-02-01,1979
8374-XGEJJ,2016-06-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic_check,101.0,4388.4,Male,1,Yes,No,Fiber_optic,No,Yes,No,No,Yes,Yes,Yes,1,2020-01-01,1309
2656-TABEH,2019-07-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic_check,100.2,420.2,Male,0,Yes,No,Fiber_optic,No,Yes,No,No,Yes,Yes,Yes,1,2019-11-01,123
6946-LMSQS,2017-12-01,2020-01-01 00:00:00,One_year,Yes,Electronic_check,89.05,2177.45,Male,1,Yes,No,Fiber_optic,Yes,No,No,No,No,Yes,Yes,1,2020-01-01,761
4626-OZDTJ,2015-11-01,No,One_year,Yes,Credit_card_(automatic),78.65,3950.85,Female,0,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Yes,0,2020-02-01,1553
9169-BSVIN,2019-02-01,No,Month-to-month,No,Bank_transfer_(automatic),74.75,827.05,Male,0,No,No,DSL,No,No,Yes,No,Yes,Yes,Yes,0,2020-02-01,365
2325-ZUSFD,2015-01-01,2019-10-01 00:00:00,One_year,Yes,Bank_transfer_(automatic),70.1,3913.3,Female,0,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,No,1,2019-10-01,1734
8194-PEEBY,2018-02-01,No,One_year,No,Mailed_check,19.9,533.5,Female,0,Yes,Yes,No,No,No,No,No,No,No,No,0,2020-02-01,730
6872-HXFNF,2014-10-01,No,One_year,No,Bank_transfer_(automatic),58.35,3756.45,Female,0,Yes,No,DSL,No,No,Yes,Yes,No,No,Yes,0,2020-02-01,1949
3932-CMDTD,2019-08-01,2019-12-01 00:00:00,One_year,Yes,Electronic_check,105.65,443.9,Female,0,No,No,Fiber_optic,No,Yes,Yes,Yes,Yes,Yes,No,1,2019-12-01,122
7714-YXSMB,2017-12-01,No,Month-to-month,Yes,Bank_transfer_(automatic),100.5,2599.95,Female,0,No,No,Fiber_optic,No,No,Yes,No,Yes,Yes,Yes,0,2020-02-01,792
8387-UGUSU,2018-11-01,No,Month-to-month,No,Mailed_check,20.05,284.3,Female,0,Yes,Yes,No,No,No,No,No,No,No,No,0,2020-02-01,457
1080-BWSYE,2014-10-01,No,Two_year,No,Credit_card_(automatic),25.65,1740.8,Male,1,Yes,No,No,No,No,No,No,No,No,Yes,0,2020-02-01,1949
4039-HEUNW,2016-12-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic_check,96.5,3436.1,Male,1,Yes,No,Fiber_optic,No,Yes,No,No,Yes,Yes,Yes,1,2019-12-01,1095
1194-HVAIF,2017-11-01,No,Month-to-month,No,Credit_card_(automatic),95.0,2462.55,Female,0,Yes,No,Fiber_optic,No,No,No,No,Yes,Yes,Yes,0,2020-02-01,822
0812-WUPTB,2019-10-01,2019-11-01 00:00:00,Month-to-month,No,Mailed_check,70.85,70.85,Male,1,Yes,No,Fiber_optic,No,No,No,No,No,No,No,1,2019-11-01,31
3594-UVONA,2016-12-01,2019-11-01 00:00:00,One_year,Yes,Credit_card_(automatic),85.95,3110.1,Female,0,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,1,2019-11-01,1065
0004-TLHLJ,2019-09-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic_check,73.9,280.85,Male,0,No,No,Fiber_optic,No,No,Yes,No,No,No,No,1,2020-01-01,122
1767-TGTKO,2019-06-01,No,Month-to-month,Yes,Electronic_check,45.45,411.75,Female,0,Yes,Yes,DSL,No,No,No,No,No,No,No,0,2020-02-01,245
8439-LTUGF,2019-04-01,No,Month-to-month,Yes,Credit_card_(automatic),20.0,198.6,Male,0,No,No,No,No,No,No,No,No,No,No,0,2020-02-01,306
8805-JNRAZ,2019-12-01,No,Month-to-month,No,Mailed_check,49.2,103.7,Female,0,No,No,DSL,No,Yes,No,No,No,No,No,0,2020-02-01,62
5089-IFSDP,2015-01-01,2019-11-01 00:00:00,Two_year,Yes,Bank_transfer_(automatic),109.45,6144.55,Female,0,Yes,No,Fiber_optic,Yes,Yes,Yes,No,Yes,Yes,Yes,1,2019-11-01,1765
6418-HNFED,2015-11-01,No,Two_year,Yes,Credit_card_(automatic),83.25,4089.45,Male,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0,2020-02-01,1553
0206-OYVOC,2016-04-01,No,Two_year,Yes,Mailed_check,19.25,864.2,Female,0,Yes,Yes,No,No,No,No,No,No,No,No,0,2020-02-01,1401
7291-CDTMJ,2020-01-01,No,Month-to-month,Yes,Bank_transfer_(automatic),19.65,19.65,Male,0,No,No,No,No,No,No,No,No,No,No,0,2020-02-01,31
7128-GGCNO,2016-04-01,No,Month-to-month,No,Bank_transfer_(automatic),72.8,3249.4,Male,0,No,No,Fiber_optic,No,No,No,No,No,No,Yes,0,2020-02-01,1401
0237-YFUTL,2015-12-01,No,Month-to-month,Yes,Bank_transfer_(automatic),109.65,5405.8,Female,0,Yes,No,Fiber_optic,Yes,Yes,No,Yes,Yes,Yes,Yes,0,2020-02-01,1523
7691-KGKGP,2015-09-01,No,Month-to-month,No,Credit_card_(automatic),65.0,3363.8,Male,0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,No,0,2020-02-01,1614
6710-HSJRD,2015-01-01,No,Month-to-month,Yes,Electronic_check,114.1,7132.15,Male,0,Yes,No,Fiber_optic,No,Yes,Yes,Yes,Yes,Yes,Yes,0,2020-02-01,1857
3675-EQOZA,2019-09-01,No,Month-to-month,No,Bank_transfer_(automatic),20.65,93.55,Male,0,No,No,No,No,No,No,No,No,No,No,0,2020-02-01,153
0840-DCNZE,2016-03-01,No,One_year,Yes,Bank_transfer_(automatic),86.95,4138.9,Male,0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0,2020-02-01,1432
1732-FEKLD,2015-08-01,No,One_year,Yes,Bank_transfer_(automatic),94.75,5121.75,Female,0,No,No,Fiber_optic,No,Yes,Yes,No,Yes,No,Yes,0,2020-02-01,1645
9862-KJTYK,2018-07-01,No,Month-to-month,Yes,Credit_card_(automatic),25.35,566.1,Male,0,No,Yes,DSL,No,No,No,No,No,No,No,0,2020-02-01,580
0479-HMSWA,2017-12-01,No,Two_year,Yes,Electronic_check,105.45,2715.3,Female,0,No,Yes,Fiber_optic,No,Yes,Yes,Yes,Yes,Yes,No,0,2020-02-01,792
5854-KSRBJ,2014-04-01,No,Two_year,No,Mailed_check,25.4,1782.05,Male,0,Yes,Yes,No,No,No,No,No,No,No,Yes,0,2020-02-01,2132
0365-BZUWY,2018-09-01,No,Month-to-month,Yes,Electronic_check,102.55,1742.5,Male,0,Yes,No,Fiber_optic,No,Yes,Yes,No,Yes,Yes,Yes,0,2020-02-01,518
4817-VYYWS,2017-04-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic_check,100.2,2983.8,Female,0,No,No,Fiber_optic,No,Yes,No,No,Yes,Yes,Yes,1,2019-10-01,913
5701-SVCWR,2020-01-01,No,Month-to-month,No,Mailed_check,24.0,24.0,Female,0,No,Yes,No,No,No,No,No,No,No,Yes,0,2020-02-01,31
3129-AAQOU,2018-07-01,No,Two_year,No,Mailed_check,25.6,485.9,Female,0,Yes,Yes,No,No,No,No,No,No,No,Yes,0,2020-02-01,580
4922-CVPDX,2017-12-01,No,Two_year,Yes,Credit_card_(automatic),73.5,1905.7,Female,0,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,No,0,2020-02-01,792
1396-QWFBJ,2018-01-01,2019-10-01 00:00:00,Month-to-month,Yes,Bank_transfer_(automatic),74.05,1565.7,Female,0,Yes,Yes,Fiber_optic,No,Yes,No,No,No,No,No,1,2019-10-01,638
1357-BIJKI,2015-12-01,No,One_year,Yes,Electronic_check,98.25,4858.7,Male,0,Yes,No,Fiber_optic,No,Yes,No,No,Yes,Yes,Yes,0,2020-02-01,1523
1099-BTKWT,2014-06-01,No,One_year,Yes,Electronic_check,54.4,3723.65,Female,0,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,No,0,2020-02-01,2071
5299-SJCZT,2019-09-01,2019-12-01 00:00:00,Month-to-month,Yes,Bank_transfer_(automatic),101.55,298.35,Male,0,No,No,Fiber_optic,No,No,Yes,No,Yes,Yes,Yes,1,2019-12-01,91
2018-PZKMU,2019-05-01,No,Month-to-month,No,Electronic_check,103.1,970.45,Male,0,Yes,Yes,Fiber_optic,No,No,Yes,Yes,Yes,Yes,No,0,2020-02-01,276
7340-KEFQE,2015-11-01,No,Two_year,No,Bank_transfer_(automatic),34.2,1782.0,Female,0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,0,2020-02-01,1553
4570-QHXHL,2019-05-01,No,Month-to-month,Yes,Electronic_check,43.75,405.7,Female,0,No,No,DSL,No,No,No,No,No,No,No,0,2020-02-01,276
2403-BCASL,2016-07-01,2019-12-01 00:00:00,One_year,Yes,Electronic_check,111.95,4534.9,Male,1,Yes,Yes,Fiber_optic,No,Yes,Yes,Yes,Yes,Yes,Yes,1,2019-12-01,1248
7392-YYPYJ,2018-04-01,No,Month-to-month,Yes,Electronic_check,100.65,2415.95,Male,0,No,No,Fiber_optic,No,Yes,No,No,Yes,Yes,Yes,0,2020-02-01,671
2898-LSJGD,2018-01-01,2019-10-01 00:00:00,One_year,Yes,Electronic_check,55.95,1157.05,Female,0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,1,2019-10-01,638
2223-GDSHL,2014-03-01,No,Two_year,Yes,Bank_transfer_(automatic),116.05,8297.5,Male,0,Yes,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,2020-02-01,2163
7359-PTSXY,2019-10-01,2019-11-01 00:00:00,Month-to-month,No,Electronic_check,45.75,45.75,Male,0,No,No,DSL,No,No,No,No,No,No,No,1,2019-11-01,31
9470-RTWDV,2017-12-01,No,One_year,Yes,Credit_card_(automatic),82.0,2083.1,Male,0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,0,2020-02-01,792
2176-OSJUV,2014-03-01,No,Two_year,No,Bank_transfer_(automatic),65.15,4681.75,Male,0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes,0,2020-02-01,2163
9348-YVOMK,2019-10-01,No,Month-to-month,Yes,Credit_card_(automatic),44.8,176.2,Male,0,No,No,DSL,No,No,No,No,No,No,No,0,2020-02-01,123
8104-OSKWT,2019-02-01,No,Month-to-month,Yes,Electronic_check,79.8,1001.2,Female,0,No,No,Fiber_optic,Yes,No,No,No,No,No,Yes,0,2020-02-01,365
4521-YEEHE,2018-08-01,No,Month-to-month,Yes,Electronic_check,88.85,1594.75,Female,0,Yes,No,Fiber_optic,No,No,No,Yes,Yes,No,Yes,0,2020-02-01,549
4090-KPJIP,2019-11-01,No,Month-to-month,Yes,Electronic_check,74.95,212.4,Female,0,No,No,Fiber_optic,No,No,No,No,No,No,Yes,0,2020-02-01,92
3786-WOVKF,2014-02-01,No,One_year,Yes,Bank_transfer_(automatic),106.85,7677.4,Female,1,Yes,No,Fiber_optic,Yes,Yes,No,No,Yes,Yes,Yes,0,2020-02-01,2191
4503-BDXBD,2018-11-01,2019-10-01 00:00:00,Month-to-month,No,Electronic_check,74.95,815.5,Male,0,No,No,Fiber_optic,No,Yes,No,No,No,No,No,1,2019-10-01,334
6086-ESGRL,2019-11-01,2019-12-01 00:00:00,Month-to-month,No,Credit_card_(automatic),80.15,80.15,Female,0,No,No,Fiber_optic,No,No,No,No,No,Yes,No,1,2019-12-01,30
2592-HODOV,2019-01-01,No,One_year,No,Credit_card_(automatic),19.3,259.65,Male,0,No,No,No,No,No,No,No,No,No,No,0,2020-02-01,396
3886-CERTZ,2014-01-01,2020-01-01 00:00:00,One_year,Yes,Electronic_check,109.25,8109.8,Female,0,Yes,No,Fiber_optic,No,Yes,Yes,Yes,Yes,Yes,Yes,1,2020-01-01,2191
7995-ZHHNZ,2016-08-01,No,One_year,No,Credit_card_(automatic),56.1,2386.85,Male,0,Yes,No,DSL,Yes,No,No,No,No,No,Yes,0,2020-02-01,1279
3824-RHKVR,2018-09-01,No,Month-to-month,No,Credit_card_(automatic),19.7,340.35,Female,0,No,No,No,No,No,No,No,No,No,No,0,2020-02-01,518
5816-SCGFC,2019-07-01,No,Month-to-month,Yes,Mailed_check,51.3,419.35,Female,1,No,No,DSL,No,Yes,No,No,No,No,No,0,2020-02-01,215
5989-AXPUC,2014-06-01,No,Two_year,No,Mailed_check,118.6,7990.05,Female,0,Yes,No,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,2020-02-01,2071
4979-HPRFL,2015-06-01,No,Two_year,No,Bank_transfer_(automatic),24.15,1402.25,Male,0,Yes,Yes,No,No,No,No,No,No,No,Yes,0,2020-02-01,1706
8590-OHDIW,2016-12-01,No,One_year,No,Mailed_check,20.3,749.35,Female,0,Yes,Yes,No,No,No,No,No,No,No,No,0,2020-02-01,1157
8015-IHCGW,2014-02-01,No,Two_year,Yes,Electronic_check,115.5,8425.15,Female,0,Yes,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,2020-02-01,2191
2332-TODQS,2016-02-01,No,One_year,No,Credit_card_(automatic),25.05,1171.5,Female,0,No,No,No,No,No,No,No,No,No,Yes,0,2020-02-01,1461
9278-VZKCD,2015-10-01,No,Month-to-month,Yes,Electronic_check,109.1,5647.95,Female,1,Yes,No,Fiber_optic,Yes,Yes,Yes,No,Yes,Yes,Yes,0,2020-02-01,1584
8008-OTEZX,2017-03-01,No,One_year,No,Mailed_check,19.65,708.8,Female,0,Yes,Yes,No,No,No,No,No,No,No,No,0,2020-02-01,1067
2773-OVBPK,2014-07-01,No,Two_year,Yes,Bank_transfer_(automatic),111.3,7567.2,Male,0,Yes,No,Fiber_optic,No,Yes,Yes,Yes,Yes,Yes,Yes,0,2020-02-01,2041
5999-LCXAO,2020-01-01,No,Month-to-month,No,Mailed_check,29.9,29.9,Female,0,No,No,DSL,Yes,No,No,No,No,No,No,0,2020-02-01,31
5206-XZZQI,2015-09-01,No,Month-to-month,Yes,Mailed_check,80.6,4348.1,Male,0,No,No,Fiber_optic,No,Yes,No,Yes,No,No,No,0,2020-02-01,1614
4803-LBYPN,2017-04-01,No,Month-to-month,No,Mailed_check,20.8,635.9,Male,0,Yes,Yes,No,No,No,No,No,No,No,No,0,2020-02-01,1036
5759-RCVCB,2019-10-01,2020-01-01 00:00:00,Month-to-month,No,Credit_card_(automatic),35.2,108.95,Female,0,No,No,DSL,No,No,No,No,Yes,No,No,1,2020-01-01,92
6372-RFVNS,2019-10-01,2019-11-01 00:00:00,Month-to-month,No,Electronic_check,78.8,78.8,Female,0,Yes,No,Fiber_optic,No,No,No,No,Yes,No,No,1,2019-11-01,31
2139-FQHLM,2018-07-01,No,Month-to-month,No,Mailed_check,89.95,1682.4,Male,0,No,No,Fiber_optic,No,No,Yes,Yes,Yes,No,No,0,2020-02-01,580
8261-GWDBQ,2015-02-01,No,Two_year,Yes,Bank_transfer_(automatic),116.05,6925.9,Female,1,Yes,No,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,2020-02-01,1826
1093-YSWCA,2019-03-01,No,Two_year,No,Credit_card_(automatic),19.55,223.15,Male,0,No,No,No,No,No,No,No,No,No,No,0,2020-02-01,337
8938-UMKPI,2015-11-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic_check,106.4,5127.95,Female,0,No,No,Fiber_optic,No,Yes,Yes,No,Yes,Yes,Yes,1,2019-10-01,1430
0991-BRRFB,2018-06-01,2019-12-01 00:00:00,Month-to-month,No,Electronic_check,49.4,874.8,Male,0,No,No,DSL,Yes,No,No,No,No,No,No,1,2019-12-01,548
3882-IYOIJ,2015-02-01,No,Two_year,No,Credit_card_(automatic),115.25,6758.45,Female,0,Yes,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,2020-02-01,1826
8749-TZYEC,2014-02-01,No,Two_year,No,Credit_card_(automatic),24.8,1874.3,Male,0,Yes,No,No,No,No,No,No,No,No,Yes,0,2020-02-01,2191
1755-FZQEC,2016-11-01,No,One_year,No,Mailed_check,19.9,791.15,Male,0,No,No,No,No,No,No,No,No,No,No,0,2020-02-01,1187
3115-JPJDD,2015-03-01,No,One_year,Yes,Credit_card_(automatic),81.25,4639.45,Female,0,Yes,No,Fiber_optic,Yes,No,Yes,No,No,No,No,0,2020-02-01,1798
5600-KTXFM,2019-12-01,No,Month-to-month,No,Mailed_check,69.95,143.9,Male,0,Yes,Yes,Fiber_optic,No,No,No,No,No,No,No,0,2020-02-01,62
3871-IKPYH,2019-11-01,2019-12-01 00:00:00,Month-to-month,No,Electronic_check,69.1,69.1,Male,1,No,No,Fiber_optic,No,No,No,No,No,No,No,1,2019-12-01,30
6319-IEJWJ,2018-04-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic_check,90.2,1776.55,Male,0,Yes,Yes,Fiber_optic,No,No,No,No,Yes,Yes,No,1,2019-12-01,609
9025-AOMKI,2019-05-01,2019-11-01 00:00:00,Month-to-month,Yes,Bank_transfer_(automatic),93.55,536.4,Female,0,No,No,Fiber_optic,No,No,No,No,Yes,Yes,Yes,1,2019-11-01,184
6339-TBELP,2014-03-01,No,Two_year,Yes,Credit_card_(automatic),86.4,6172.0,Male,0,No,No,Fiber_optic,No,No,Yes,Yes,No,No,Yes,0,2020-02-01,2163
7964-YESJC,2018-02-01,No,Month-to-month,No,Mailed_check,66.3,1559.45,Female,0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,0,2020-02-01,730
6173-GOLSU,2014-07-01,No,Month-to-month,Yes,Credit_card_(automatic),94.65,6079.0,Male,1,Yes,No,Fiber_optic,No,No,No,No,Yes,Yes,Yes,0,2020-02-01,2041
5275-SQEIZ,2019-12-01,2020-01-01 00:00:00,Month-to-month,Yes,Mailed_check,80.85,80.85,Male,0,No,No,Fiber_optic,No,No,No,No,No,Yes,No,1,2020-01-01,31
7716-YTYHG,2016-01-01,2020-01-01 00:00:00,One_year,Yes,Mailed_check,82.05,4029.95,Female,0,Yes,Yes,Fiber_optic,No,No,No,No,No,Yes,Yes,1,2020-01-01,1461
9938-ZREHM,2017-01-01,No,One_year,No,Mailed_check,72.1,2658.4,Female,0,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Yes,0,2020-02-01,1126
7950-XWOVN,2019-03-01,No,Month-to-month,No,Mailed_check,34.7,383.55,Male,0,No,No,DSL,No,Yes,Yes,No,No,No,No,0,2020-02-01,337
4390-KYULV,2019-08-01,2019-11-01 00:00:00,Month-to-month,Yes,Credit_card_(automatic),20.55,51.15,Male,0,Yes,No,No,No,No,No,No,No,No,No,1,2019-11-01,92
4647-MUZON,2018-08-01,No,Month-to-month,Yes,Credit_card_(automatic),95.95,1745.5,Female,0,Yes,No,Fiber_optic,No,No,Yes,No,Yes,Yes,No,0,2020-02-01,549
9702-AIUJO,2015-12-01,No,One_year,Yes,Bank_transfer_(automatic),44.8,2230.85,Male,0,Yes,Yes,DSL,No,No,No,No,No,No,No,0,2020-02-01,1523
8849-PRIQJ,2014-07-01,No,One_year,Yes,Electronic_check,109.4,7281.6,Female,0,Yes,Yes,Fiber_optic,Yes,No,Yes,Yes,Yes,Yes,Yes,0,2020-02-01,2041
8851-RAGOV,2018-01-01,No,Month-to-month,Yes,Mailed_check,71.05,1837.7,Female,0,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,No,0,2020-02-01,761
1304-NECVQ,2019-11-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic_check,78.55,149.55,Female,1,No,No,Fiber_optic,No,No,Yes,No,No,No,Yes,1,2020-01-01,61
5396-IZEPB,2019-05-01,No,Month-to-month,No,Credit_card_(automatic),19.7,180.7,Male,0,No,No,No,No,No,No,No,No,No,No,0,2020-02-01,276
1729-VLAZJ,2019-04-01,No,One_year,No,Mailed_check,40.25,411.45,Female,0,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,0,2020-02-01,306
8285-ABVLB,2014-04-01,No,Two_year,No,Credit_card_(automatic),19.85,1328.35,Female,0,Yes,No,No,No,No,No,No,No,No,No,0,2020-02-01,2132
0701-TJSEF,2019-05-01,No,Month-to-month,Yes,Bank_transfer_(automatic),68.25,576.95,Male,0,No,No,DSL,Yes,No,Yes,Yes,No,Yes,No,0,2020-02-01,276
5712-VBOXD,2019-10-01,No,Month-to-month,Yes,Credit_card_(automatic),20.15,68.45,Female,0,No,No,No,No,No,No,No,No,No,No,0,2020-02-01,123
6629-LADHQ,2019-12-01,No,Month-to-month,No,Mailed_check,50.95,123.05,Female,0,No,No,DSL,Yes,No,No,No,No,No,No,0,2020-02-01,62
